1,50013
2,100323
3,50149
4,100181
5,100278
6,100383
7,50068
8,100153
9,100101
10,200070
11,199838
12,50144
13,50247
14,200106
15,199868
16,200000
17,200030
18,49948
19,199878
20,199769
21,101317
22,101208
23,101045
24,101194
25,101042
26,101340
27,99612
28,101251
29,101231
30,99879
31,100765
32,99810
33,100400
34,99594
35,100947
36,101008
37,100191
38,100582
39,99936
40,99970
41,1000
